Rayyan ID,Author year,Title,DOI,Study animal,Study species,Study country,Study location,Study latitude / longitude,Production stage,Farming system,Farming system coding,Impact type,Impact details,Impact category,Study type,Study objectives,Mitigation evaluation,Study design,Methodology for data collection,Study length (months),Funding body,Funder,Include/Exclude,Exclusion Reason
279910491,Morton 2017,"The effect of exposure to farmed salmon on piscine orthoreovirus infection and fitness in wild Pacific salmon in British Columbia, Canada",10.1371/journal.pone.0188793,Salmon,Atlantic salmon (Salmo salar),Canada,"fish markets and multiple wild watershed migration areas along west coast BC, in varying distances from salmon farms.","50.773579, -124.918143",Adult,open-net pen systems,Offshore pens,Ecological,"PRV (piscine orthoreovirus virus) infection rates of wild salmon contracted from fish farmed salmon, implications of reduced fitness in wild salmon impacting their survival and reproduction. ",Ecological > Wild fish > Mortality,Observational,"""Here, we report the results of PRV screening of a broad collection of wild salmonids sampled throughout much of BC in 2012 and 2013, and samples of farmed Atlantic salmon and steelhead reared in BC net pen facilities from the same time period. We assess these data for evidence of (i) a potential epidemiological link between farmed and wild salmon and (ii) potential impact of PRV infection on wild fish. In addition, we also present data, sampled from Oweekeno Lake between 2014 and 2016, on PRV infection status of wild salmonids including an endangered sockeye salmon population""",No,"CI, Time-series","gill, heart, head kidney, and spleen tissues were extracted from 262 fresh farmed BC Atlantic salmon purchased from 10 BC market chains in BC, and 601 wild Pacific salmonids collected from marine, obtained from weekly beach seines, and freshwater, through fixed trap nets, purse seining, and surface trawling, from a number of Regions. Another 402 salmonids were sampled from Oweekeno Lake in a separate year and so were analyzed separately. Multiple regions were sampled with varying distances to fish farms. Samples were measured with viral screening techniques and exposure to salmon farms.",24,"NGO, Government","NSERC Discovery Grant, The Jaymac Foundation, Patagonia, The Tides Foundation, The Vancouver Foundation, Vancity Credit Union and many smaller donors",Include,
279910501,Harvey 2019,Inferring Atlantic salmon post-smolt migration patterns using genetic assignment,10.1098/rsos.190426,Salmon,Atlantic salmon (Salmo salar),Norway,"Multiple river tributaries of Hardangerfjord, Southern Norway","60.190843, 6.035397",Adult,floating sea-cage,Offshore pens,Ecological,high infestations of salmon lice on seaward migrating salmon post-smolts resulting in sea-lice-mediated mortality due to spatio-temporal overlap and migration length between sea lice and post-smolts in the fjords.,"Ecological > Pathogens > Sea lice, Ecological > Wild fish > Mortality",Observational,"""Here, we developed a genetic baseline representing all the significant Atlantic salmon populations in the Hardangerfjord, a farming intense region in western Norway where sea-lice-induced mortality has been reported to be high, to identify the river or region of origin of post-smolts caught in the annual sea lice trawl surveys in the period 2013–2017. Our overall aim was to investigate the potential of identifying post-smolts back to river or region of origin using MSA, and thereafter, to investigate spatial and temporal patterns of post-smolt migration in this fjord""",No,"Time-series, CI","2011 to 2018 Sampling fish (364 individuals from 14 rivers) in rivers (establishing the genetic baseline), originated from 1) scale / tissue samples donated by anglers or by other research institutions or environmental consultancies, 2) existing data and tissue samples from Institute of Marine Research (IMR), 3) samples collected by electrofishing. Also Sampling post-smolts in the sea (trawl samples) from 2013 to 2017 and were sedated, examined for sea lice, measured (wet weight, total and fork length). DNA analysis and Mixed stock analysis (MSA) of all samples was conducted. ",5,Government,"Norwegian Ministry of Trade, Industry and Fisheries",Include,
279910503,Haro-Moreno 2020,Dysbiosis in marine aquaculture revealed through microbiome analysis: reverse ecology for environmental sustainability,10.1093/femsec/fiaa218,Sea bream,Gilthead sea bream (Sparus aurata),Spain,"close to the coast of Guardamar del Segura (Alicante, Spain)","38.095071, -0.642847",Adult,Mariculture open-net pens,Offshore pens,Ecological,changes in the water column microbiome and how they lead to counteracting the excess nutrients (and pollutants) in mariculture,Ecological > Microbial > Taxonomic/genetic diversity,Observational,"""This study aimed to examine the changes within the microbial population in the water column associated with mariculture (i.e mariculture microbiome) as well as to provide an understanding of their ecological implications. Here, in order to analyse these changes, we compared water samples from two depths on marine farms of gilthead seabream cultures against pristine waters collected at different depths from an offshore location""",No,CI,"Sediment / water samples collected inside and below sea pen, then sequencing, assembly and annotation of metagenomic samples measured and performed comparison between mariculture and pristine offshore waters metagenomic samples. ",1,"Government, Research institute","Spanish Ministerio de Econom ́ıa y Competitividad, the Generalitat Valenciana, the Burnett School of Biomedical Sciences at the University of Central Florida",Include,
279910563,Connors 2010,Coho salmon productivity in relation to salmon lice from infected prey and salmon farms,10.1111/j.1365-2664.2010.01889.x,Salmon,Atlantic salmon (Salmo salar),Canada,"53 watersheds in four management areas in the midcoast of British Columbia, including Broughton Archipelago.","51.041421, -127.160299",Adult,open-net pen systems,Offshore pens,Ecological,"Relative to unexposed populations, coho salmon productivity in an area of intensive salmon aquaculture was depressed approximately sevenfold during a period of salmon louse infestations","Ecological > Pathogens > Sea lice, Ecological > Wild fish > Mortality",Modelling,"""Here, we examine time series data on coho salmon populations from the central coast of British Columbia that have varied in their exposure to salmon louse infestations associated with salmon aquaculture. We compared coho productivity (recruits per spawner at low spawner abundance) between populations exposed and unexposed to salmon farms, both before and during louse infestations.""",No,"Time-series, BACI, Modelling","We compiled Fisheries and Oceans Canada escapement data from 1975 to 2007, and estimated exploitation rates based on coded-wire tags placed in out-migrating smolts and recovered by fisheries as adults return to their natal watersheds from 1975 to 1998. We used a hierarchical model of stock-recruit dynamics to compare coho salmon population dynamics across a region that varies in salmon louse infestation of juvenile coho and their pink salmon prey. ",384,"Government, Industry","Totem Flyfishers Club, a NSERC Canada Postgraduate scholarship to BMC, NSERC Canada Postdoctoral scholarship to M.K. and NSERC Canada grant A6869 to L.M.D.",Include,
279910613,Fleming 2000,Lifetime success and interactions of farm salmon invading a native population,10.1098/rspb.2000.1173,Salmon,Atlantic salmon (Salmo salar),Norway,"in the River Imsa, south-western Norway","58.593601, 5.581973",Adult,open-net pen systems,Offshore pens,Ecological,the deleterious effects of ecological and genetic interactions between farm escapees and native salmon.,Ecological > Wild fish > Mortality,Experimental,"""no study to date has quantified the life-time success (adult to adult) and interactions resulting from farm salmon invading a native population. We therefore undertook a large-scale experiment in order to simulate such an invasion of farm salmon into a Norwegian river and quantify their lifetime success and interactions with native salmon.""",No,Time-series,"22 farm salmon and 17 native salmon  were radio tagged and experimentally released in the River Imsa,  tracked daily for 1 month. An experiment, which involved the release of 12 farm and 9 native salmon (randomly selected) into an arena designed to mimic a natural spawning environment (47 m2), was initiated in parallel with the river release. Nests excavated and live and dead eggs recorded. Offspring and lifetime reproductive success were sampled by electrofishing and genetic typing analysed. Returns of adult offspring were recorded from the coastal and river fisheries and Imsa fish traps. ",12,Government,Norwegian Research Council and the Norwegian Directorate for Nature Management.,Include,
279910660,Hamouda 2005,The salmon aquaculture conflict in British Columbia: A graph model analysis,10.1016/j.ocecoaman.2005.02.001,Salmon,Atlantic salmon (Salmo salar),Canada,British Columbia,"52.219120, -128.564834",Adult,"open-net pen systems, processing plants, fresh water hatcheries","Offshore pens, Freshwater hatcheries, Processing plants",Social,"Aquaculture stakeholders environmental concerns, sustainability of the industry practices, the cultural impacts on the coastal communities, and conflicts with other users of coastal resources. ",Social > Attitudes > Socio-economic impacts,Modelling,"""In this study, the graph model for conflict resolution has been used to model and analyze the British Columbia salmon aquaculture conflict in a way that reflects the context—the intricate ecosystem, the complex socio-economic background, and the conflicting objectives of the stakeholder""",No,Modelling,"The decision support system GMCR II, which permits the graph model methodology to be conveniently implemented in practice, is used to model and analyze the strategic interaction of aquaculturists, environmental groups, First Nations, other stakeholders, and the provincial and federal governments",240,Not reported,,Include,
279910688,Serpetti 2021,Modeling Small Scale Impacts of Multi-Purpose Platforms: An Ecosystem Approach,10.3389/fmars.2021.694013,Salmon,Atlantic salmon (Salmo salar),United Kingdom of Great Britain and Northern Ireland (the),"South west of the Isle of Muck, West coast Scotland","56.835461, -6.247460",Adult,Multi-Purpose Platforms (MPPs) - combined offshore windfarms and aquaculture,Multi-Purpose Platforms (MPPs),Ecological,"Predicted ecosystem impacts of an MMP offshore system, from increasing productivity around a site due to excess feed spilling into the water column and the accumulation of sedimentary organic matter also enhancing epibenthic communities growth, as well as the attraction of wild populations of mid- and top-predators. ","Ecological > Epibenthos > Community composition, Ecological > Wild fish > Community composition",Modelling,"""Here we created a high-resolution spatiotemporal Ecospace model of the West of Scotland, in order to assess impacts of a simple MPP configuration on the surrounding ecosystem and how these impacts can cascade through the food web. The model evaluated the following specific ecosystem responses: (i) top-down control pathways due to distribution changes among top-predators (harbor porpoise, gadoids and seabirds) driven by attraction to the farming sites and/or repulsion/killing due to OWT operations; (ii) bottom-up control pathways due to salmon farm activity providing increasing benthic enrichment predicated by a fish farm particle dispersal model, and sediment nutrient fluxes to the water column by early diagenesis of organic matter (recycled production).""",No,Modelling,A high resolution model was built in Ecopath with Ecosim and Ecospace - the most suitable tools for evaluating the direct and indirect effects of anthropogenic pressures on spatial scale ecosystem dynamics. ,12,Government,"Engineering and Physical Sciences Research Council UK (EPSRC), the Natural Environment Research Council UK (NERC), through grant, and the Natural Science Foundation of China (NSFC)",Include,
279910700,Black 2012,"Chlorophyll, lipid profiles and bioturbation in sediments around a fish cage farm in the Gulf of Eilat, Israel",10.1016/j.aquaculture.2012.04.049,Sea bream,Gilthead sea bream (Sparus aurata),Israel,The ‘Ardag’ fish farm at the northern end of the Gulf of Eilat near the Israel–Jordan border,"29.550178, 34.956635",Adult,benthic effects of fish farming,"Offshore pens, Freshwater hatcheries, Processing plants",Ecological,differences in the benthic response to increased OM supply from fish cages of warmer oligotrophic systems,Ecological > Benthos > Community composition,Observational,"""Our objectives were 1) to examine sediment processes near a fish farm in a relatively poorly understood, highly oligotrophic, anti-fjordic system and 2) to compare these to results obtained earlier (Nickell et al., 2003) from a fish farm in Scotland in a well-studied, nutrient-rich fjordic system (Loch Creran, Scotland)""",No,CI,"Sediment biogeochemical processes were measured on a transect of 4 stations FF 20W, 40W and 80W (number is metres from the fish farm, FF, to the west) at the Ardag gilthead seabream Sparus aurata farm in the Gulf of Aqaba, a highly oligotrophic system renowned for its clear water and diverse corals.  At each station samples were taken for analysis of macrofaunal community and benthic oxygen demand, together with depth profiles of CHN, porosity, chlorophyll a and fatty acids and analysed. ",1,Government,British Council and the EU FP5 BIOFAQs project ,Include,
279910734,Outeiro 2013,Linking salmon aquaculture synergies and trade-offs on ecosystem services to human wellbeing constituents,10.1007/s13280-013-0457-8,Salmon,"Atlantic salmon (Salmo salar), Chinook salmon (Oncorhynchus tshawytscha)",Chile,"15 of the 30 municipalities of the Los Lagos region (Southern Chile (Chiloe)): Ancud, Calbuco, Castro, Chaiten, Chonchi, Cochamo ́, Curaco de Velez, Dalcahue, Hualaihue ́, Puerto Montt, Puqueldon, Quemchi, Queilen, Quinchao, and Quellon. ","-41.640326, -73.089265","Adult, Roe, Fry, Processing, Smolt","open-net pen systems, processing plants, fresh water hatcheries","Offshore pens, Freshwater hatcheries, Processing plants",Social,"the trade-offs and decreases in local ecosystem services and its effects on human wellbeing, due to salmon aquaculture. at the local scale (municipality), ecosystem services are degrading while the human wellbeing is also declining (apart from living standards)",Social > Attitudes > Socio-economic impacts,"Observational, Modelling","""The specific objectives of this paper are the following: (a) to identify the relationships between ecosystem services and salmon aquaculture, (b) to identify and analyse the flows of synergies and trade-offs between ecosystem services caused by the salmon aquaculture, and (c) to evaluate the trade-offs on ecosystem services associated with salmon aquaculture and its implications for human wellbeing in the social–ecological system of Chiloe""",No,"Qualitative, Modelling","using a step-by-step approach - Aggregation of data on ecosystem services, use of InVEST Aesthetic model, use data proxies to determine undesirable and desirable outcomes on the whole chain of ecosystem services constituents, a data set of the most relevant human wellbeing indicators selected from the socio-economic survey CASEN of the Ministry of Social Development (2011), Face interviews, phone and e-mail surveys, modelling of Synergies and trade-offs caused by salmon aquaculture. ",24,"Research institute, Government","CONICYT-FONDECYT through the Postdoctoral Project No. 3130633, and Universidad de Los Lagos, Campus do Mar-International Campus do Mar, and the Norwegian Research Council",Include,
279910745,Mayor 2008,Acute toxicity of some treatments commonly used by the salmonid aquaculture industry to Corophium volutator and Hediste diversicolor: Whole sediment bioassay tests,10.1016/j.aquaculture.2008.08.008,Salmon,Atlantic salmon (Salmo salar),United Kingdom of Great Britain and Northern Ireland (the),"Ythan estuary, site of Special Scientific Interest within the Forvie National Nature Reserve, Aberdeenshire, NE Scotland","57.340894, -2.000902",Adult,"open-net pen systems, processing plants, fresh water hatcheries","Offshore pens, Freshwater hatcheries, Processing plants",Ecological,"mortality of Benthic fauna exposed to toxicities of some of the commonly applied treatments used in global salmonid aquaculture, namely the periodic application of copper-based anti-foulants and chemotherapeutic treatments,",Ecological > Benthos > Mortality,Experimental,"""Here we present a series of whole sediment bioassay tests that determined the LC50s for the non-target benthic crustacean, C. volutator exposed to EB, OTC, AZ, CP and copper using sediments from the Ythan estuary, NE Scotland. Additional LC50 experiments with the non target polychaete worm, H. diversicolor exposed to EB- and copper-spiked Ythan sediments are also presented.",No,"CI, Time-series","whole sediment bioassays - Sediment, macrofauna and seawater samples collected from Ythan estuary, C. volutator were collected from the upper 5 cm of sediment through a 1 mm sieve, H. diversicolor were collected by careful hand-digging. Dosing of sediment with increasing concentrations of chemotherapeutic medicinal compound treatments, and 30 healthy C. volutator, or 6 H. diversicolor were added to each replicate core. Each experimental and control treatment was replicated five times to measure % of mortality. ",1,"Industry, NGO",Scottish Aquaculture Research Forum (SARF 009,Include,
279910808,Bacher 2014,Stakeholders' perceptions of marine fish farming in Catalonia (Spain): A Q-methodology approach,10.1016/j.aquaculture.2013.12.028,"Sea bass, Sea bream","Sea bass (Dicentrus labrax), Gilthead sea bream (Sparus aurata)",Spain,"region of Catalonia, NE Spain ","42.166973, 3.096326",Adult,floating sea-cage,Offshore pens,Social,"negative perceptions by stakeholders towards aquaculture, based on distinct environmental, social and economic challenges that need to be overcome ",Social > Attitudes > General perceptions of aquaculture,Observational,"""This study aims at understanding the causes for the decrease of the present fish farming sector in Catalonia and to investigate the limitations, challenges and opportunities in an environmental, social and economic context. The specific research questions were: (1) what are the distinct perceptions regarding the ecological, social and economic costs and benefits of fish farming in Catalonia, (2) which are the major areas of agreement and disagreement between perceptions, (3) which stakeholder groups share the same perception and (4) which are the most important issues and proposed measurements for improvement? ",No,Qualitative,"Q-methodology was applied, consisting of collecting and selecting statements directly from stakeholders, getting stakeholders to sort the statements according to their agreement or disagreement, factor analysis of the sorts, and finally analysis and interpretation of the factors identified. Semi-structured face-to-face interviews with 35 well-informed stakeholders (included scientists, NGOs, fish farmers, fishermen and the regional fishing and aquaculture administration.) were conducted during the period from April to June 2012.",3,Government,Spanish National Research Council (CSIC),Include,
279910813,Rosenthal 1989,"The effect of a salmon cage culture on the benthic community in a largely enclosed bay (Dark Harbour, Grand Manan Island, N.B., Canada)",Not found ,Salmon,Atlantic salmon (Salmo salar),Canada,"Dark Harbour, Grand Manan Island, New Brunswick, Canada","44.746378, -66.839655","Adult, Smolt",floating sea-cage,Offshore pens,Ecological,Detrimental effects on benthic communities under salmon cages in enclosed shallow bay,Ecological > Benthos > Abundance,Observational,"""The study included bottom surveys to determine the extent of dispersal and accumulation of suspended solids, the tidal current regime, the influence of the cage system on water flow patterns, and comparisons among cage sites on the severity of benthic habitat destruction are presented.""",No,Time-series,"Samples and measures taken at multiple selected stations that reflected daily and seasonal changes 1) temperature / Salinity, 2) Water currents 3) Secchi disk readings, 4) Benthic samples by scuba diver",3,Not reported,,Include,
279910886,Godwin 2018,Sea lice in the North Pacific: from sub-lethal effects on wild salmon to parasite management and policy,Not found ,Salmon,Atlantic salmon (Salmo salar),Canada,"northern Johnstone Strait, and Discovery Islands, between Vancouver Island and the mainland of British British Columbia","50.541554, -126.627951",Adult,"open-net pen systems, processing plants, fresh water hatcheries","Offshore pens, Freshwater hatcheries, Processing plants",Ecological,"decreased competitive ability, foraging success, growth and survival of wild juvenile sockeye salmon (O. nerka) from heavy parasitic sea lice (Lepeophtheirus salmonis and Caligus clemensi) infestation from open-net salmon farms","Ecological > Pathogens > Sea lice, Ecological > Wild fish > Mortality","Observational, Experimental","""This thesis examines the potential sub-lethal effects of sea lice, specifically Caligus clemensi, on wild salmon and the effectiveness of policy designed to control sea lice on salmon farms. I use British Columbia (BC), Canada as a model system and I use juvenile Fraser River sockeye as my study organism."" Including: ""1) the potential effects of sea lice on the competitive abilities of juvenile sockeye salmon, 2) whether that louse-associated reduction in competitive foraging ability translates to reduced foraging success in the wild, 3) evaluate whether heavily infested juvenile sockeye experience decreased growth – an important determinant of survival for salmon""",No,"BACI, Modelling, CI","Johnstone strait - captured 1600 juvenile sockeye by purse seine between 5 and 40 m from shore, performed Infection status assessment, recorded Infection abundances of sea lice before and after a competitive foraging experiment in an experimental facility, then dissection of stomach contents, measuring relative stomach fullness of varying levels of infected fish. Also Zooplankton sampling and analysis with a plankton tow at the fish capture site. Discovery island - 2,401 juvenile sockeye salmon were captured over 79 collections and performed sea lice assesssment and Otolith preparation and interpretation. ",6,"NGO, Research institute, Government","NSERC IPS, Watershed Watch Salmon Society, Simon Fraser University, TIDES Canada, MITACS, and the W. Garfield Weston Foundation",Include,
279910890,Shea 2020,Environmental DNA from multiple pathogens is elevated near active Atlantic salmon farms: Salmon farm elevate marine pathogen eDNA,10.1098/rspb.2020.2010,Salmon,Atlantic salmon (Salmo salar),Canada,multiple active and inactive salmon farm locations between Vancouver Island and the BC mainland,"50.259087, -125.362978",Adult,"open-net pen systems, processing plants, fresh water hatcheries","Offshore pens, Freshwater hatcheries, Processing plants",Ecological,"Active Salmon farms are associated with elevated pathogen eDNA, and may act as a source of elevated pathogens for a diverse assemblage of pathogen species, particularly 5 species of wild Pacific salmon. ",Ecological > Pathogens > Infectious disease,"Observational, Modelling","""we use eDNA to empirically evaluate the distribution of a diverse assemblage of pathogens in the marine environment in relation to domestic salmon populations in coastal British Columbia (BC), Canada. In this system, transmission among salmonids can occur between five species of wild Pacific salmon and net-pen farmed Atlantic salmon (Salmo salar) via their shared marine environment.""",No,"Time-series, Modelling, CI","seawater sample surveys conducted in 2016 (March–April), 2017 (July–August), and 2018 (June–July) from salmon-farm tenure locations (both active (59) and inactive (75)) in southern BC. Performed laboratory sample eDNA pathogen extraction and processing, then modelled the presence of pathogen DNA as a binary variable ( present or absent) per site using a generalized linear mixed-effects model (GLMM). ",6,"NGO, Government, Research institute","David Suzuki Foundation and Ontario Graduate Scholarship, NSERC and Killam Trusts, the Liber Ero Fellowship Program to G.M., an NSERC Discovery grant to S.S., an NSERC Discovery grant, and Canada Research Chair.",Include,
279910907,Shea 2022,Environmental DNA dispersal from Atlantic salmon farms,10.1139/cjfas-2021-0216,Salmon,Atlantic salmon (Salmo salar),Canada,"Tribune Channel and Knight Inlet located northeast of Vancouver Island, British Columbia,","50.784064, -126.212210",Adult,"open-net pen systems, processing plants, fresh water hatcheries","Offshore pens, Freshwater hatcheries, Processing plants",Ecological,increased risk and the spatial extent of infectious agent spread between salmon farms and wild salmon species.,Ecological > Pathogens > Infectious disease,Modelling,"""In British Columbia, salmon farms operate along coastal migration routes used by five species of native Pacific salmon and rich communities of nonsalmonid fish. To help inform eDNA-based monitoring of mobile wild fish species and pathogens in this system, we empirically estimated eDNA dispersal from stationary domesticated Atlantic salmon (Salmo salar) populations.""",No,"Modelling, Time-series",""" we evaluated the extent of Atlantic salmon eDNA dispersal in relation to 4 active salmon farms by fitting dispersal kernels to 83 estimates of Atlantic salmon eDNA concentrations from 2 and 8 m depths at 0.3–3 km intervals along a narrow 55 km channel. Using a combination of field collections, molecular analysis, and Bayesian parameter estimation model.""",1,"Government, NGO, Research institute","David Suzuki Foundation and an Ontario Graduate Scholarship, NSERC Banting Postdoctoral Fellowship, NSERC Discovery Grant and Canada Research Chair, NSERC Discovery Grant, and Fisheries and Oceans Canada Genomics Research and Development Initiative",Include,
279911053,Yeates 2014,"Assessing risks of invasion through gamete performance: farm Atlantic salmon sperm and eggs show equivalence in function, fertility, compatibility and competitiveness to wild Atlantic salmon",10.1111/eva.12148,Salmon,Atlantic salmon (Salmo salar),Norway,Wild and farmed fish derived from River Namsen (Norway),,Adult,open-net pen systems,Offshore pens,Ecological,Risks of reproduction between wild Atlantic salmon (Salmo salar) and escaped domesticated fish farm salmon and and subsequent introgression and genetic swamping of wild gene pools.,Ecological > Wild fish > Taxonomic/genetic diversity,Experimental,"""Here, we assess reproductive performance at the gamete level through detailed in vitro comparisons of the form, function, fertility, compatibilitycompetitiveness of farm versus wild Atlantic salmon sperm and eggs, in conditions mimicking the natural gametic microenvironment, using fish raised under similar environmental conditions.""",No,"Time-series, RCT","Wild fish caught from River Namsen, farmed fish were 7th generation from Norway’s national breeding programme AquageFish, originating from River Namsen. Fish Maintenance, fertilization trials, egg rearing, Sperm trait analyses, sperm competition trials and parentage analysis using Microsatellite DNA analysis were carried out at the Norwegian Institute of Nature Research (NINA) Aquatic Research Station in Ims, Norway. ",not specified,"Government, Research institute",Natural Environment Research Council and the Royal Society,Include,
279911134,Edgar 2010,Application of biotic and abiotic indicators for detecting benthic impacts of marine salmonid farming among coastal regions of Tasmania,10.1016/j.aquaculture.2010.07.018,Salmon,Atlantic salmon (Salmo salar),Australia,"42 salmonid (salmon and trout) farms across Tasmania regions D'Entrecasteaux Channel, Huon, Macquarie Harbour, Tasman Peninsula, Tamar.","-41.962282, 148.311417",Adult,floating sea-cages,Offshore pens,Ecological,Changes in benthic faunal assemblage composition around salmon farms which adversely impact regional biodiversity and coastal ecological processes. ,Ecological > Benthos > Community composition,Observational,"""here we describe results from the invertebrate and sediment sampling component of a six-year period of systematic benthic monitoring, habitat condition at replicated sites (i) within farms, (ii) at compliance monitoring sites located 35 m from farm boundaries, and (iii) at more distant reference locations, by sampling benthic invertebrates and sediments at 2-year intervals. In addition to a comparative assessment of useful indicators of fish farm impacts, the present study also aimed to characterise environmental impacts of fish farms on the benthic environment across a biogeographic ‘provincial’ scale""",No,"BACI, Time-series","triplicate macrofaunal samples were collected 5m apart at each site using either a Van Veen grab or diver operated corer pushed into the seabed to a depth of 100 mm, by four different organisations over time-series. Three replicate samples were collected on each sampling occasion at a total of 411 sites studied and analysis allowed indicators of fish farm impact with general relevance to be identified.",16,Not reported,,Include,
279911163,Delgado 2021,Toward social-ecological coastal zone governance of Chiloé Island (Chile) based on the DPSIR framework,10.1016/j.scitotenv.2020.143999,Salmon,Atlantic salmon (Salmo salar),Chile,Chiloé Island,"-42.751631, -73.872285",Adult,open-net pen systems,Offshore pens,"Social, Ecological","increased coastal fisheries and aquaculture generate a critical decrease of coastal species, eutrophication, and pollution that, along with harmful algal blooms, generate social-economic conflicts.",Social > Attitudes > Socio-economic impacts,"Observational, Modelling","""What is the main social-ecological impact of the changes in Chiloé coastal zone ecosystems? This article explores this question based on a DPSIR model, a social-ecological survey, and local experts and social actors' interviews.""",No,"Qualitative, Modelling","DPSIR model which was developed, (analyzing Chiloé coastal zone literature for the period 1970–2017 where changes happened as a result of salmon and mussel farming as new commercial activities), a social-ecological survey in four from a total of seven communes during January 2019, and local experts and social actors' interviews were performed. ",2,Government,CONICYT-Chile (Proyecto Fondecyt Regular N° 1170532),Include,
279911280,Krkoaalek 2007,"Effects of host migration, diversity and aquaculture on sea lice threats to Pacific salmon populations",10.1098/rspb.2007.1122,Salmon,Atlantic salmon (Salmo salar),Canada,"Chatham Sound, Ogden Channel and Petrel Channel, British Columbia","54.095383, -130.384724",Adult,"open-net pen systems, processing plants, fresh water hatcheries","Offshore pens, Freshwater hatcheries, Processing plants",Ecological,sea lice parasite threats of salmon aquaculture to wild pink salmon populations and how host migration and diversity are important factors affecting parasite transmission in the oceans,Ecological > Pathogens > Sea lice,Observational,"""Here, we examine how host migration and diversity influence transmission of sea lice (the salmonid-specific Lepeophtheirus salmonis and the generalist Caligus clemensi ) in the early marine life of one of Canada’s largest salmon stocks—Skeena River pink salmon (Oncorhynchus gorbuscha)""",No,"Time-series, Modelling","collected 21448 juvenile salmon using a dip net or an Ocean Fish Lift trawl at different times in the season, in a laboratory assayed for sea lice using a dissecting microscope. ""Differences in sea lice abundance over time and between species were tested using generalized linear models with Poisson error.""",12,"Industry, Government, NGO, Research institute","Bill Shostak Wildlife Award; a Natural Science and Engineering Research Council Canada Graduate Scholarship; a Canada Research Chair and grants from the National Geographic Society, the David Suzuki Foundation, the Canadian Sablefish Association, the Canadian National Research Council’s Mathematics of Information Technology and Complex Systems program, the British Columbia Pacific Salmon Forum and the British Columbia Aquaculture Research and Development Council",Include,
279911308,Barrett 2002,"""There are more vets than doctors in Chiloé"": social and community impact of the globalization of aquaculture in Chile",10.1016/S0305-750X(02)00112-2,Salmon,Atlantic salmon (Salmo salar),Chile,Eight communities on Isla Grande Chiloe in Southern Chile ,"-42.779654, -73.818180",Adult,open-net pen systems,Offshore pens,Social,negative impacts on the social-economic and welfare of communities near to salmon farms,Social > Attitudes > Socio-economic impacts,Observational,"""This paper explores some of the complexities associated with globalization within the specific context of salmon farming in southern Chile. The central question is whether the high levels of foreign investment typical to Chile and exponential growth in the industry, have had a positive or negative impact on the people and communities of the archipelago of Chiloe"" ",No,Qualitative,"conducted both semi-structured interviews and focus group interviews with women's organizations, indigenous groups, salmon farm workers, processing workers, technicians and supervisors, fishers, and artisan aquaculturists. Also conducted key informant interviews with a trade union organizer, a number of community development workers, municipal and provincial government officials, and industry and research agency representatives. ",6,Research institute,"AquaNet, a Network of Centers of Excellence based at Memorial University of Newfoundland, and from Saint Mary's University and Dalhousie University",Include,
279911375,Buschmann 2012,Salmon aquaculture and antimicrobial resistance in the marine environment,10.1371/journal.pone.0042724,Salmon,Atlantic salmon (Salmo salar),Chile,Calbuco Archipelago in southern Chile,"-41.771033, -73.111440",Adult,open-net pen systems,Offshore pens,Ecological,"aquaculture activities alter concentrations of culturable bacteria in marine sediments and increase the proportion of antimicrobial-resistant bacteria, with negative impacts on marine environmental biodiversity",Ecological > Microbial > Antibiotic resistance,Observational,"""We compared numbers of culturable bacteria and antimicrobial resistant bacteria for three antimicrobials used extensively in Chilean salmon aquaculture (oxytetracycline, oxolinic acid, and florfenicol) in the marine sediment adjacent to salmon aquaculture pens and at a control site 8 km distant with no observed aquaculture or other human activities.""",No,"CI, Time-series","Sediment samples taken by scuba divers using 15 cm diameter PVC plastic core samplers, performed seven times at each site over a 12 month period, 33 samples from the aquaculture site and 33 samples from the control site. Samples tested for presence of; Antimicrobials, Culturable bacteria, Antimicrobial-resistant bacteria, antimicrobial resistance genes in bacteria and Species identification of bacteria harboring antimicrobial resistance genes - through RNA gene sequence analysis",12,NGO,Lenfest Ocean Program / Pew Charitable Trusts,Include,
279911485,Ortiz-Severín 2024,Impact of salmon farming in the antibiotic resistance and structure of marine bacterial communities from surface seawater of a northern Patagonian area of Chile,10.1186/s40659-024-00556-4,Salmon,Atlantic salmon (Salmo salar),Chile,"Chiloe Island, Southern Chile","-42.292122, -73.802247",Adult,open-net pen systems,Offshore pens,Ecological,increased association between bacterial communities and antibiotic resistance around Salmon farms,Ecological > Microbial > Antibiotic resistance,Experimental,"""Here, we evaluated whether the structure and diversity of marine bacterial community, the richness of antibiotic resistance bacteria and the frequency of antibiotic resistance genes increase in communities from the surface seawater of an area with salmon farming activities, in comparison with communities from an area without major anthropogenic disturbance""",No,"CI, Time-series",Seawater samples taken at an aquaculture and control site with different sampling points from each site to create replicates. Samples investigated the genetic determinants of antibiotic resistance by shotgun sequencing of marine bacterial communities and the phenotypic resistance of the communities by growing the culturable fraction under controlled laboratory conditions.,not specified,"NGO, Research institute","ANID grants Fondecyt 1211893 (VC), Millennium Science Initiative Program – ICN2021_044, and Subvención a la Instalación en la Academia SA77210039 (JOS)",Include,
